,Municipality Name,Barangay Name,Population percentage (2020),Population (2020),Population (2015),Change (2015‑2020),Annual Population Growth Rate (2015‑2020),Postal Code,Coastal/Landlocked,Marine Waterbodies,Coordinates,Estimated Elevation above sea level
6,Cagayancillo,Mampio,12.01%,827,679,21.80%,4.24%,5321,coastal,Sulu Sea,"9.6355, 121.2263 (9° 38' North, 121° 14' East)",10.7 meters (35.1 feet)
7,Cagayancillo,Nusa,8.12%,559,531,5.27%,1.09%,5321,coastal,Sulu Sea,"9.6538, 121.2351 (9° 39' North, 121° 14' East)",12.3 meters (40.4 feet)
8,Cagayancillo,Santa Cruz,17.07%,"1,175",922,27.44%,5.24%,5321,coastal,Sulu Sea,"9.5969, 121.2176 (9° 36' North, 121° 13' East)",25.7 meters (84.3 feet)
9,Cagayancillo,Tacas,2.93%,202,183,10.38%,2.10%,5321,coastal,Sulu Sea,"9.5793, 121.1982 (9° 35' North, 121° 12' East)",14.7 meters (48.2 feet)
10,Cagayancillo,Talaga,16.91%,"1,164","1,111",4.77%,0.99%,5321,coastal,Sulu Sea,"9.6087, 121.2262 (9° 37' North, 121° 14' East)",14.1 meters (46.3 feet)
11,Cagayancillo,Wahig,3.12%,215,173,24.28%,4.68%,5321,coastal,Sulu Sea,"9.5754, 121.1963 (9° 35' North, 121° 12' East)",5.3 meters (17.4 feet)
0,Coron,Banuang Daan,1.72%,"1,131",907,24.70%,4.76%,5316,coastal,Sulu Sea,"11.9547, 120.2664 (11° 57' North, 120° 16' East)",6.7 meters (22.0 feet)
1,Coron,Barangay I,8.70%,"5,730","5,112",12.09%,2.43%,5316,coastal,Sulu Sea,"11.9985, 120.2073 (11° 60' North, 120° 12' East)",9.9 meters (32.5 feet)
2,Coron,Barangay II,1.73%,"1,136","1,000",13.60%,2.72%,5316,coastal,Sulu Sea,"11.9978, 120.2049 (11° 60' North, 120° 12' East)",9.6 meters (31.5 feet)
3,Coron,Barangay III,0.52%,342,775,-55.87%,-15.82%,5316,coastal,Sulu Sea,"11.9978, 120.2031 (11° 60' North, 120° 12' East)",6.3 meters (20.7 feet)
4,Coron,Barangay IV,1.14%,748,737,1.49%,0.31%,5316,coastal,Sulu Sea,"11.9999, 120.2045 (11° 60' North, 120° 12' East)",23.9 meters (78.4 feet)
5,Coron,Barangay V,6.49%,"4,275","3,903",9.53%,1.93%,5316,coastal,Sulu Sea,"12.0022, 120.1994 (12° 0' North, 120° 12' East)",14.1 meters (46.3 feet)
6,Coron,Barangay VI,6.79%,"4,473","2,305",94.06%,14.98%,5316,coastal,Sulu Sea,"12.0257, 120.2035 (12° 2' North, 120° 12' East)",30.5 meters (100.1 feet)
7,Coron,Bintuan,5.50%,"3,622","2,797",29.50%,5.59%,5316,coastal,Sulu Sea,"12.0251, 120.0549 (12° 2' North, 120° 3' East)",19.6 meters (64.3 feet)
8,Coron,Borac,4.25%,"2,799","2,491",12.36%,2.48%,5316,coastal,Sulu Sea,"12.0542, 120.2930 (12° 3' North, 120° 18' East)",18.4 meters (60.4 feet)
9,Coron,Buenavista,1.95%,"1,281",989,29.52%,5.60%,5316,coastal,Sulu Sea,"12.1642, 120.2406 (12° 10' North, 120° 14' East)",19.7 meters (64.6 feet)
10,Coron,Bulalacao,5.44%,"3,580","3,488",2.64%,0.55%,5316,coastal,Sulu Sea,"11.7495, 120.1604 (11° 45' North, 120° 10' East)",10.9 meters (35.8 feet)
11,Coron,Cabugao,4.07%,"2,680","2,142",25.12%,4.83%,5316,coastal,Sulu Sea,"11.9249, 120.2554 (11° 55' North, 120° 15' East)",11.3 meters (37.1 feet)
12,Coron,Decabobo,1.79%,"1,181","1,161",1.72%,0.36%,5316,coastal,Sulu Sea,"12.1295, 120.2089 (12° 8' North, 120° 13' East)",25.9 meters (85.0 feet)
13,Coron,Decalachao,5.67%,"3,733","2,027",84.16%,13.72%,5316,coastal,Sulu Sea,"12.1532, 120.0879 (12° 9' North, 120° 5' East)",24.9 meters (81.7 feet)
14,Coron,Guadalupe,9.76%,"6,429","3,730",72.36%,12.14%,5316,coastal,Sulu Sea,"12.0499, 120.1783 (12° 3' North, 120° 11' East)",31.5 meters (103.3 feet)
15,Coron,Lajala,2.82%,"1,857","1,467",26.58%,5.09%,5316,coastal,Sulu Sea,"11.9781, 120.1935 (11° 59' North, 120° 12' East)",14.5 meters (47.6 feet)
16,Coron,Malawig,1.77%,"1,168",787,48.41%,8.67%,5316,coastal,Sulu Sea,"12.1980, 120.2407 (12° 12' North, 120° 14' East)",4.1 meters (13.5 feet)
17,Coron,Marcilla,2.55%,"1,680","1,479",13.59%,2.72%,5316,coastal,Sulu Sea,"12.0113, 120.3335 (12° 1' North, 120° 20' East)",7.2 meters (23.6 feet)
18,Coron,San Jose,2.46%,"1,618","1,367",18.36%,3.61%,5316,coastal,Sulu Sea,"12.1809, 120.0792 (12° 11' North, 120° 5' East)",54.3 meters (178.1 feet)
19,Coron,San Nicolas,4.89%,"3,222","1,982",62.56%,10.77%,5316,coastal,Sulu Sea,"12.0791, 120.1947 (12° 5' North, 120° 12' East)",41.7 meters (136.8 feet)
20,Coron,Tagumpay,12.50%,"8,230","6,966",18.15%,3.57%,5316,coastal,Sulu Sea,"12.0183, 120.2569 (12° 1' North, 120° 15' East)",171.5 meters (562.7 feet)
21,Coron,Tara,2.82%,"1,854","1,629",13.81%,2.76%,5316,coastal,Sulu Sea,"12.2729, 120.3641 (12° 16' North, 120° 22' East)",2.9 meters (9.5 feet)
22,Coron,Turda,4.69%,"3,086","2,562",20.45%,3.99%,5316,coastal,Sulu Sea,"12.0959, 120.3073 (12° 6' North, 120° 18' East)",13.8 meters (45.3 feet)
0,Culion,Balala,2.84%,659,671,-1.79%,-0.38%,5315,coastal,Sulu Sea,"11.8946, 120.0193 (11° 54' North, 120° 1' East)",6.1 meters (20.0 feet)
1,Culion,Baldat,4.44%,"1,030",723,42.46%,7.73%,5315,coastal,Sulu Sea,"11.8884, 119.9951 (11° 53' North, 119° 60' East)",6.6 meters (21.7 feet)
2,Culion,Binudac,10.74%,"2,494","2,167",15.09%,3.00%,5315,coastal,Sulu Sea,"11.8232, 119.9052 (11° 49' North, 119° 54' East)",10.6 meters (34.8 feet)
3,Culion,Burabod,4.14%,961,829,15.92%,3.16%,5315,coastal,Sulu Sea,"11.8005, 120.0338 (11° 48' North, 120° 2' East)",11.9 meters (39.0 feet)
4,Culion,Culango,1.69%,392,346,13.29%,2.66%,5315,coastal,Sulu Sea,"11.8963, 120.0146 (11° 54' North, 120° 1' East)",15.5 meters (50.9 feet)
5,Culion,De Carabao,11.37%,"2,639","1,799",46.69%,8.40%,5315,coastal,Sulu Sea,"11.6921, 119.9992 (11° 42' North, 119° 60' East)",28.2 meters (92.5 feet)
6,Culion,Galoc,9.75%,"2,264","1,956",15.75%,3.13%,5315,coastal,Sulu Sea,"11.9273, 119.8768 (11° 56' North, 119° 53' East)",5.2 meters (17.1 feet)
7,Culion,Halsey,4.18%,971,823,17.98%,3.54%,5315,coastal,Sulu Sea,"11.7751, 120.0035 (11° 47' North, 120° 0' East)",15.3 meters (50.2 feet)
8,Culion,Jardin,5.91%,"1,373","1,319",4.09%,0.85%,5315,coastal,Sulu Sea,"11.8964, 120.0121 (11° 54' North, 120° 1' East)",3.8 meters (12.5 feet)
9,Culion,Libis,6.37%,"1,479","1,312",12.73%,2.55%,5315,coastal,Sulu Sea,"11.8923, 120.0228 (11° 54' North, 120° 1' East)",11.1 meters (36.4 feet)
10,Culion,Luac,8.62%,"2,002","1,688",18.60%,3.66%,5315,coastal,Sulu Sea,"11.9191, 119.9312 (11° 55' North, 119° 56' East)",14.3 meters (46.9 feet)
11,Culion,Malaking Patag,7.61%,"1,766","1,688",4.62%,0.96%,5315,coastal,Sulu Sea,"11.8561, 119.9404 (11° 51' North, 119° 56' East)",44.1 meters (144.7 feet)
12,Culion,Osmeña,17.24%,"4,002","3,693",8.37%,1.71%,5315,coastal,Sulu Sea,"11.8889, 120.0214 (11° 53' North, 120° 1' East)",6.5 meters (21.3 feet)
13,Culion,Tiza,5.09%,"1,181","1,125",4.98%,1.03%,5315,coastal,Sulu Sea,"11.8904, 120.0211 (11° 53' North, 120° 1' East)",32.7 meters (107.3 feet)
0,Cuyo,Balading,3.43%,806,759,6.19%,1.27%,5318,coastal,Sulu Sea,"10.8215, 120.9680 (10° 49' North, 120° 58' East)",9.2 meters (30.2 feet)
1,Cuyo,Bangcal,6.17%,"1,449","1,441",0.56%,0.12%,5318,coastal,Sulu Sea,"10.8521, 121.0112 (10° 51' North, 121° 1' East)",9.9 meters (32.5 feet)
2,Cuyo,Cabigsing,8.78%,"2,062","2,064",-0.10%,-0.02%,5318,coastal,Sulu Sea,"10.8486, 121.0081 (10° 51' North, 121° 0' East)",2.7 meters (8.9 feet)
3,Cuyo,Caburian,1.97%,463,431,7.42%,1.52%,5318,coastal,Sulu Sea,"10.8235, 120.9807 (10° 49' North, 120° 59' East)",42.1 meters (138.1 feet)
4,Cuyo,Caponayan,5.60%,"1,315","1,211",8.59%,1.75%,5318,coastal,Sulu Sea,"10.7347, 120.9074 (10° 44' North, 120° 54' East)",3.5 meters (11.5 feet)
5,Cuyo,Catadman,4.87%,"1,144","1,219",-6.15%,-1.33%,5318,coastal,Sulu Sea,"10.8601, 121.0135 (10° 52' North, 121° 1' East)",18.4 meters (60.4 feet)
6,Cuyo,Funda,2.70%,634,536,18.28%,3.60%,5318,coastal,Sulu Sea,"10.8142, 120.9823 (10° 49' North, 120° 59' East)",16.6 meters (54.5 feet)
7,Cuyo,Lagaoriao,3.44%,807,720,12.08%,2.43%,5318,coastal,Sulu Sea,"10.8415, 121.0162 (10° 50' North, 121° 1' East)",34.9 meters (114.5 feet)
8,Cuyo,Lubid,3.82%,898,825,8.85%,1.80%,5318,coastal,Sulu Sea,"10.9559, 120.7247 (10° 57' North, 120° 43' East)",17.3 meters (56.8 feet)
9,Cuyo,Lungsod,4.86%,"1,141","1,034",10.35%,2.09%,5318,coastal,Sulu Sea,"10.8468, 121.0169 (10° 51' North, 121° 1' East)",34.7 meters (113.8 feet)
10,Cuyo,Manamoc,12.36%,"2,904","2,631",10.38%,2.10%,5318,coastal,Sulu Sea,"11.3074, 120.6733 (11° 18' North, 120° 40' East)",5.1 meters (16.7 feet)
11,Cuyo,Maringian,5.73%,"1,347","1,419",-5.07%,-1.09%,5318,coastal,Sulu Sea,"10.8601, 121.0281 (10° 52' North, 121° 2' East)",28.3 meters (92.8 feet)
12,Cuyo,Pawa,6.71%,"1,577","1,542",2.27%,0.47%,5318,coastal,Sulu Sea,"10.8153, 121.0230 (10° 49' North, 121° 1' East)",41.3 meters (135.5 feet)
13,Cuyo,San Carlos,5.99%,"1,406","1,412",-0.42%,-0.09%,5318,coastal,Sulu Sea,"10.8056, 121.0385 (10° 48' North, 121° 2' East)",9.1 meters (29.9 feet)
14,Cuyo,Suba,18.92%,"4,444","4,037",10.08%,2.04%,5318,coastal,Sulu Sea,"10.8345, 121.0077 (10° 50' North, 121° 0' East)",18.1 meters (59.4 feet)
15,Cuyo,Tenga-tenga,2.71%,637,679,-6.19%,-1.33%,5318,coastal,Sulu Sea,"10.8537, 121.0079 (10° 51' North, 121° 0' East)",3.9 meters (12.8 feet)
16,Cuyo,Tocadan,1.94%,455,400,13.75%,2.75%,5318,coastal,Sulu Sea,"10.8554, 121.0170 (10° 51' North, 121° 1' East)",35.3 meters (115.8 feet)
0,Dumaran,Bacao,7.01%,"1,650","1,719",-4.01%,-0.86%,5310,coastal,Sulu Sea,"10.4487, 119.8034 (10° 27' North, 119° 48' East)",8.9 meters (29.2 feet)
1,Dumaran,Bohol,6.06%,"1,426","1,551",-8.06%,-1.75%,5310,coastal,Sulu Sea,"10.4813, 119.8922 (10° 29' North, 119° 54' East)",8.8 meters (28.9 feet)
2,Dumaran,Calasag,1.30%,307,305,0.66%,0.14%,5310,coastal,Sulu Sea,"10.4689, 119.8731 (10° 28' North, 119° 52' East)",11.6 meters (38.1 feet)
3,Dumaran,Capayas,6.01%,"1,413","1,410",0.21%,0.04%,5310,coastal,Sulu Sea,"10.4658, 119.6519 (10° 28' North, 119° 39' East)",9.4 meters (30.8 feet)
4,Dumaran,Catep,3.71%,874,852,2.58%,0.54%,5310,coastal,Sulu Sea,"10.4587, 119.8488 (10° 28' North, 119° 51' East)",13.7 meters (44.9 feet)
5,Dumaran,Culasian,4.03%,948,924,2.60%,0.54%,5310,coastal,Sulu Sea,"10.6047, 119.6524 (10° 36' North, 119° 39' East)",8.3 meters (27.2 feet)
6,Dumaran,Danleg,8.76%,"2,062","1,974",4.46%,0.92%,5310,coastal,Sulu Sea,"10.5483, 119.6720 (10° 33' North, 119° 40' East)",6.0 meters (19.7 feet)
7,Dumaran,Dumaran,8.62%,"2,027","2,024",0.15%,0.03%,5310,coastal,Sulu Sea,"10.5254, 119.7678 (10° 32' North, 119° 46' East)",18.6 meters (61.0 feet)
8,Dumaran,Ilian,6.83%,"1,607","1,657",-3.02%,-0.64%,5310,coastal,Sulu Sea,"10.4082, 119.5785 (10° 24' North, 119° 35' East)",10.4 meters (34.1 feet)
9,Dumaran,Itangil,8.27%,"1,945","1,920",1.30%,0.27%,5310,coastal,Sulu Sea,"10.5860, 119.5589 (10° 35' North, 119° 34' East)",24.1 meters (79.1 feet)
10,Dumaran,Magsaysay,7.06%,"1,661","1,644",1.03%,0.22%,5310,coastal,Sulu Sea,"10.6171, 119.6143 (10° 37' North, 119° 37' East)",12.5 meters (41.0 feet)
11,Dumaran,San Juan,3.00%,705,858,-17.83%,-4.05%,5310,coastal,Sulu Sea,"10.4579, 119.7813 (10° 27' North, 119° 47' East)",19.5 meters (64.0 feet)
12,Dumaran,Santa Maria,3.94%,926,891,3.93%,0.81%,5310,coastal,Sulu Sea,"10.5479, 119.6038 (10° 33' North, 119° 36' East)",39.5 meters (129.6 feet)
13,Dumaran,Santa Teresita,13.54%,"3,185","3,234",-1.52%,-0.32%,5310,coastal,Sulu Sea,"10.4958, 119.6748 (10° 30' North, 119° 40' East)",24.9 meters (81.7 feet)
14,Dumaran,Santo Tomas,4.46%,"1,049","1,157",-9.33%,-2.04%,5310,coastal,Sulu Sea,"10.5037, 119.8191 (10° 30' North, 119° 49' East)",11.1 meters (36.4 feet)
15,Dumaran,Tanatanaon,7.41%,"1,743","1,614",7.99%,1.63%,5310,coastal,Sulu Sea,"10.5264, 119.5131 (10° 32' North, 119° 31' East)",17.0 meters (55.8 feet)
0,El Nido,Aberawan,2.84%,"1,435","1,318",8.88%,1.81%,5313,coastal,"South China Sea, Sulu Sea","11.0447, 119.4259 (11° 3' North, 119° 26' East)",9.1 meters (29.9 feet)
1,El Nido,Bagong Bayan,2.70%,"1,362","1,207",12.84%,2.58%,5313,coastal,"South China Sea, Sulu Sea","10.9986, 119.4139 (10° 60' North, 119° 25' East)",11.7 meters (38.4 feet)
2,El Nido,Barotuan,4.85%,"2,449","2,279",7.46%,1.53%,5313,coastal,"South China Sea, Sulu Sea","11.3059, 119.4504 (11° 18' North, 119° 27' East)",7.3 meters (23.9 feet)
3,El Nido,Bebeladan,4.42%,"2,232","2,171",2.81%,0.58%,5313,coastal,"South China Sea, Sulu Sea","11.0374, 119.3867 (11° 2' North, 119° 23' East)",17.6 meters (57.7 feet)
4,El Nido,Bucana,11.30%,"5,706","4,498",26.86%,5.13%,5313,coastal,"South China Sea, Sulu Sea","11.3345, 119.4577 (11° 20' North, 119° 27' East)",5.2 meters (17.1 feet)
5,El Nido,Buena Suerte Poblacion,4.86%,"2,455","2,643",-7.11%,-1.54%,5313,coastal,"South China Sea, Sulu Sea","11.1797, 119.3854 (11° 11' North, 119° 23' East)",9.0 meters (29.5 feet)
6,El Nido,Corong-corong Poblacion,7.20%,"3,634","2,804",29.60%,5.61%,5313,coastal,"South China Sea, Sulu Sea","11.1673, 119.3975 (11° 10' North, 119° 24' East)",14.1 meters (46.3 feet)
7,El Nido,Mabini,3.36%,"1,698","1,381",22.95%,4.45%,5313,coastal,"South China Sea, Sulu Sea","11.1165, 119.4977 (11° 7' North, 119° 30' East)",13.7 meters (44.9 feet)
8,El Nido,Maligaya Poblacion,2.83%,"1,431","1,492",-4.09%,-0.87%,5313,coastal,"South China Sea, Sulu Sea","11.1785, 119.3911 (11° 11' North, 119° 23' East)",2.6 meters (8.5 feet)
9,El Nido,Manlag,5.59%,"2,825","2,200",28.41%,5.40%,5313,coastal,"South China Sea, Sulu Sea","11.1177, 119.4335 (11° 7' North, 119° 26' East)",15.3 meters (50.2 feet)
10,El Nido,Masagana Poblacion,4.48%,"2,262","1,851",22.20%,4.31%,5313,coastal,"South China Sea, Sulu Sea","11.1835, 119.3933 (11° 11' North, 119° 24' East)",7.7 meters (25.3 feet)
11,El Nido,New Ibajay,6.95%,"3,510","3,003",16.88%,3.34%,5313,coastal,"South China Sea, Sulu Sea","11.1905, 119.5082 (11° 11' North, 119° 30' East)",13.9 meters (45.6 feet)
12,El Nido,Pasadeña,6.14%,"3,098","2,001",54.82%,9.64%,5313,coastal,"South China Sea, Sulu Sea","11.2667, 119.4371 (11° 16' North, 119° 26' East)",21.9 meters (71.8 feet)
13,El Nido,San Fernando,5.04%,"2,543","2,249",13.07%,2.62%,5313,coastal,"South China Sea, Sulu Sea","11.3212, 119.5406 (11° 19' North, 119° 32' East)",3.4 meters (11.2 feet)
14,El Nido,Sibaltan,3.97%,"2,007","1,653",21.42%,4.17%,5313,coastal,"South China Sea, Sulu Sea","11.2645, 119.5624 (11° 16' North, 119° 34' East)",7.2 meters (23.6 feet)
15,El Nido,Teneguiban,10.15%,"5,125","4,449",15.19%,3.02%,5313,coastal,"South China Sea, Sulu Sea","11.3580, 119.5047 (11° 21' North, 119° 30' East)",9.4 meters (30.8 feet)
16,El Nido,Villa Libertad,10.56%,"5,333","3,289",62.15%,10.71%,5313,coastal,"South China Sea, Sulu Sea","11.1981, 119.4241 (11° 12' North, 119° 25' East)",11.3 meters (37.1 feet)
17,El Nido,Villa Paz,2.75%,"1,389","1,118",24.24%,4.67%,5313,coastal,"South China Sea, Sulu Sea","11.2074, 119.5382 (11° 12' North, 119° 32' East)",10.9 meters (35.8 feet)
0,Kalayaan,Pag-asa,100.00%,193,184,4.89%,1.01%,5322,coastal,South China Sea,"11.0532, 114.2870 (11° 3' North, 114° 17' East)",7.9 meters (25.9 feet)
0,Linapacan,Barangonan,6.26%,"1,028",968,6.20%,1.27%,5314,coastal,Sulu Sea,"11.3447, 119.7019 (11° 21' North, 119° 42' East)",10.8 meters (35.4 feet)
1,Linapacan,Cabunlawan,4.34%,712,743,-4.17%,-0.89%,5314,coastal,Sulu Sea,"11.3839, 120.0969 (11° 23' North, 120° 6' East)",8.6 meters (28.2 feet)
2,Linapacan,Calibangbangan,7.77%,"1,276","1,206",5.80%,1.19%,5314,coastal,Sulu Sea,"11.4019, 119.6561 (11° 24' North, 119° 39' East)",5.6 meters (18.4 feet)
3,Linapacan,Decabaitot,4.51%,741,573,29.32%,5.56%,5314,coastal,Sulu Sea,"11.6483, 119.9629 (11° 39' North, 119° 58' East)",14.0 meters (45.9 feet)
4,Linapacan,Maroyogroyog,11.14%,"1,830","1,853",-1.24%,-0.26%,5314,coastal,Sulu Sea,"11.4721, 119.7719 (11° 28' North, 119° 46' East)",14.5 meters (47.6 feet)
5,Linapacan,Nangalao,15.26%,"2,507","2,496",0.44%,0.09%,5314,coastal,Sulu Sea,"11.4362, 120.1636 (11° 26' North, 120° 10' East)",6.5 meters (21.3 feet)
6,Linapacan,New Culaylayan,8.73%,"1,433","1,287",11.34%,2.29%,5314,coastal,Sulu Sea,"11.4218, 119.7589 (11° 25' North, 119° 46' East)",11.5 meters (37.7 feet)
7,Linapacan,Pical,9.13%,"1,500","1,451",3.38%,0.70%,5314,coastal,Sulu Sea,"11.2655, 119.6751 (11° 16' North, 119° 41' East)",10.7 meters (35.1 feet)
8,Linapacan,San Miguel,26.35%,"4,327","4,103",5.46%,1.13%,5314,coastal,Sulu Sea,"11.4899, 119.8668 (11° 29' North, 119° 52' East)",4.0 meters (13.1 feet)
9,Linapacan,San Nicolas,6.51%,"1,070",988,8.30%,1.69%,5314,coastal,Sulu Sea,"11.3849, 119.8120 (11° 23' North, 119° 49' East)",4.0 meters (13.1 feet)
0,Magsaysay,Alcoba,5.44%,685,596,14.93%,2.97%,5319,coastal,Sulu Sea,"11.0113, 120.8221 (11° 1' North, 120° 49' East)",6.1 meters (20.0 feet)
1,Magsaysay,Balaguen,14.43%,"1,819","1,812",0.39%,0.08%,5319,coastal,Sulu Sea,"10.8251, 121.0518 (10° 50' North, 121° 3' East)",52.6 meters (172.6 feet)
2,Magsaysay,Canipo,8.18%,"1,031",864,19.33%,3.79%,5319,coastal,Sulu Sea,"10.9806, 120.9624 (10° 59' North, 120° 58' East)",13.8 meters (45.3 feet)
3,Magsaysay,Cocoro,10.75%,"1,355","1,305",3.83%,0.79%,5319,coastal,Sulu Sea,"10.8841, 121.2011 (10° 53' North, 121° 12' East)",17.4 meters (57.1 feet)
4,Magsaysay,Danawan,5.64%,711,676,5.18%,1.07%,5319,coastal,Sulu Sea,"10.8637, 121.0492 (10° 52' North, 121° 3' East)",39.5 meters (129.6 feet)
5,Magsaysay,Emilod,5.20%,655,621,5.48%,1.13%,5319,coastal,Sulu Sea,"10.8468, 121.0586 (10° 51' North, 121° 4' East)",16.5 meters (54.1 feet)
6,Magsaysay,Igabas,7.38%,930,958,-2.92%,-0.62%,5319,coastal,Sulu Sea,"10.8527, 121.0421 (10° 51' North, 121° 3' East)",72.9 meters (239.2 feet)
7,Magsaysay,Lacaren,3.18%,401,419,-4.30%,-0.92%,5319,coastal,Sulu Sea,"10.8389, 121.0481 (10° 50' North, 121° 3' East)",73.3 meters (240.5 feet)
8,Magsaysay,Los Angeles,7.43%,936,949,-1.37%,-0.29%,5319,coastal,Sulu Sea,"10.8723, 121.0395 (10° 52' North, 121° 2' East)",11.6 meters (38.1 feet)
9,Magsaysay,Lucbuan,15.73%,"1,983","1,921",3.23%,0.67%,5319,coastal,Sulu Sea,"10.8659, 121.0672 (10° 52' North, 121° 4' East)",21.7 meters (71.2 feet)
10,Magsaysay,Rizal,16.64%,"2,097","2,075",1.06%,0.22%,5319,coastal,Sulu Sea,"10.8778, 121.0533 (10° 53' North, 121° 3' East)",7.5 meters (24.6 feet)
0,Narra,Antipuluan,9.70%,"7,562","7,067",7.00%,1.44%,5303,coastal,Sulu Sea,"9.2911, 118.4326 (9° 17' North, 118° 26' East)",9.3 meters (30.5 feet)
1,Narra,Aramaywan,5.48%,"4,274","4,045",5.66%,1.17%,5303,coastal,Sulu Sea,"9.1641, 118.1767 (9° 10' North, 118° 11' East)",13.8 meters (45.3 feet)
2,Narra,Bagong Sikat,2.37%,"1,849","1,905",-2.94%,-0.63%,5303,coastal,Sulu Sea,"9.3761, 118.4522 (9° 23' North, 118° 27' East)",41.9 meters (137.5 feet)
3,Narra,Batang-batang,1.61%,"1,257","1,345",-6.54%,-1.41%,5303,coastal,Sulu Sea,"9.1986, 118.3410 (9° 12' North, 118° 20' East)",16.8 meters (55.1 feet)
4,Narra,Bato-bato,3.64%,"2,834","2,633",7.63%,1.56%,5303,coastal,Sulu Sea,"9.1928, 118.2756 (9° 12' North, 118° 17' East)",16.5 meters (54.1 feet)
5,Narra,Burirao,3.83%,"2,987","2,628",13.66%,2.73%,5303,coastal,Sulu Sea,"9.1589, 118.1412 (9° 10' North, 118° 8' East)",23.1 meters (75.8 feet)
6,Narra,Caguisan,1.76%,"1,370","1,442",-4.99%,-1.07%,5303,coastal,Sulu Sea,"9.2131, 118.3628 (9° 13' North, 118° 22' East)",13.8 meters (45.3 feet)
7,Narra,Calategas,6.56%,"5,110","4,563",11.99%,2.41%,5303,coastal,Sulu Sea,"9.1671, 118.2207 (9° 10' North, 118° 13' East)",7.5 meters (24.6 feet)
8,Narra,Dumagueña,4.65%,"3,622","3,406",6.34%,1.30%,5303,coastal,Sulu Sea,"9.4096, 118.4422 (9° 25' North, 118° 27' East)",65.9 meters (216.2 feet)
9,Narra,Elvita,1.26%,981,967,1.45%,0.30%,5303,coastal,Sulu Sea,"9.3098, 118.4254 (9° 19' North, 118° 26' East)",10.1 meters (33.1 feet)
10,Narra,Estrella Village,1.41%,"1,097","1,084",1.20%,0.25%,5303,coastal,Sulu Sea,"9.3590, 118.4142 (9° 22' North, 118° 25' East)",66.6 meters (218.5 feet)
11,Narra,Ipilan,2.33%,"1,816","1,839",-1.25%,-0.26%,5303,coastal,Sulu Sea,"9.1734, 118.0924 (9° 10' North, 118° 6' East)",35.3 meters (115.8 feet)
12,Narra,Malatgao,3.12%,"2,432","2,153",12.96%,2.60%,5303,coastal,Sulu Sea,"9.3222, 118.4576 (9° 19' North, 118° 27' East)",17.8 meters (58.4 feet)
13,Narra,Malinao,4.15%,"3,232","2,984",8.31%,1.69%,5303,coastal,Sulu Sea,"9.2463, 118.3707 (9° 15' North, 118° 22' East)",17.8 meters (58.4 feet)
14,Narra,Narra,15.74%,"12,272","11,989",2.36%,0.49%,5303,coastal,Sulu Sea,"9.2690, 118.4036 (9° 16' North, 118° 24' East)",7.9 meters (25.9 feet)
15,Narra,Panacan,5.94%,"4,630","4,515",2.55%,0.53%,5303,coastal,Sulu Sea,"9.2466, 118.4077 (9° 15' North, 118° 24' East)",7.1 meters (23.3 feet)
16,Narra,Panacan 2,7.95%,"6,196","5,571",11.22%,2.26%,5303,coastal,Sulu Sea,"9.2626, 118.4148 (9° 16' North, 118° 25' East)",8.7 meters (28.5 feet)
17,Narra,Princess Urduja,7.87%,"6,138","5,295",15.92%,3.16%,5303,coastal,Sulu Sea,"9.2289, 118.3304 (9° 14' North, 118° 20' East)",46.9 meters (153.9 feet)
18,Narra,Sandoval,3.29%,"2,567","2,420",6.07%,1.25%,5303,coastal,Sulu Sea,"9.3468, 118.4763 (9° 21' North, 118° 29' East)",24.0 meters (78.7 feet)
19,Narra,Tacras,1.54%,"1,204","1,198",0.50%,0.11%,5303,coastal,Sulu Sea,"9.1589, 118.1615 (9° 10' North, 118° 10' East)",12.7 meters (41.7 feet)
20,Narra,Taritien,2.66%,"2,070","1,896",9.18%,1.87%,5303,coastal,Sulu Sea,"9.3332, 118.4160 (9° 20' North, 118° 25' East)",32.8 meters (107.6 feet)
21,Narra,Teresa,1.87%,"1,456","1,370",6.28%,1.29%,5303,coastal,Sulu Sea,"9.1853, 118.3259 (9° 11' North, 118° 20' East)",9.0 meters (29.5 feet)
22,Narra,Tinagong Dagat,1.27%,992,897,10.59%,2.14%,5303,coastal,Sulu Sea,"9.3235, 118.4954 (9° 19' North, 118° 30' East)",5.1 meters (16.7 feet)
0,Quezon,Alfonso XIII,24.73%,"16,145","15,081",7.06%,1.45%,5304,coastal,South China Sea,"9.2387, 117.9964 (9° 14' North, 117° 60' East)",12.3 meters (40.4 feet)
1,Quezon,Aramaywan,5.82%,"3,798","3,600",5.50%,1.13%,5304,coastal,South China Sea,"9.3724, 118.1427 (9° 22' North, 118° 9' East)",23.9 meters (78.4 feet)
2,Quezon,Berong,6.22%,"4,062","3,808",6.67%,1.37%,5304,coastal,South China Sea,"9.4720, 118.2065 (9° 28' North, 118° 12' East)",6.6 meters (21.7 feet)
3,Quezon,Calatagbak,2.45%,"1,601","1,615",-0.87%,-0.18%,5304,coastal,South China Sea,"9.2624, 118.1014 (9° 16' North, 118° 6' East)",61.9 meters (203.1 feet)
4,Quezon,Calumpang,3.78%,"2,467","2,343",5.29%,1.09%,5304,coastal,South China Sea,"9.1340, 117.8092 (9° 8' North, 117° 49' East)",28.4 meters (93.2 feet)
