,Municipality Name,Barangay Name,Population percentage (2020),Population (2020),Population (2015),Change (2015‑2020),Annual Population Growth Rate (2015‑2020),Postal Code,Coastal/Landlocked,Marine Waterbodies,Coordinates,Estimated Elevation above sea level
642,Manila,Barangay 685,0.06%,"1,044","1,098",-4.92%,-1.06%,NULL,coastal,Manila Bay [South China Sea],"14.5774, 120.9967 (14° 35' North, 120° 60' East)",4.5 meters (14.8 feet)
643,Manila,Barangay 686,0.18%,"3,250","2,995",8.51%,1.73%,NULL,coastal,Manila Bay [South China Sea],"14.5764, 120.9946 (14° 35' North, 120° 60' East)",6.8 meters (22.3 feet)
644,Manila,Barangay 687,0.08%,"1,434","1,243",15.37%,3.05%,NULL,coastal,Manila Bay [South China Sea],"14.5767, 120.9932 (14° 35' North, 120° 60' East)",9.5 meters (31.2 feet)
645,Manila,Barangay 688,0.07%,"1,212","1,237",-2.02%,-0.43%,NULL,coastal,Manila Bay [South China Sea],"14.5747, 120.9936 (14° 34' North, 120° 60' East)",10.2 meters (33.5 feet)
646,Manila,Barangay 689,0.04%,733,733,0.00%,0.00%,NULL,coastal,Manila Bay [South China Sea],"14.5737, 120.9928 (14° 34' North, 120° 60' East)",8.0 meters (26.2 feet)
647,Manila,Barangay 69,0.11%,"1,968","2,199",-10.50%,-2.31%,NULL,coastal,Manila Bay [South China Sea],"14.6107, 120.9648 (14° 37' North, 120° 58' East)",8.7 meters (28.5 feet)
648,Manila,Barangay 690,0.03%,496,887,-44.08%,-11.52%,NULL,coastal,Manila Bay [South China Sea],"14.5740, 120.9917 (14° 34' North, 120° 60' East)",7.3 meters (23.9 feet)
649,Manila,Barangay 691,0.02%,409,416,-1.68%,-0.36%,NULL,coastal,Manila Bay [South China Sea],"14.5727, 120.9925 (14° 34' North, 120° 60' East)",7.0 meters (23.0 feet)
650,Manila,Barangay 692,0.07%,"1,329",942,41.08%,7.51%,NULL,coastal,Manila Bay [South China Sea],"14.5720, 120.9915 (14° 34' North, 120° 59' East)",6.2 meters (20.3 feet)
651,Manila,Barangay 693,0.03%,511,606,-15.68%,-3.53%,NULL,coastal,Manila Bay [South China Sea],"14.5734, 120.9907 (14° 34' North, 120° 59' East)",8.0 meters (26.2 feet)
652,Manila,Barangay 694,0.07%,"1,281",990,29.39%,5.57%,NULL,coastal,Manila Bay [South China Sea],"14.5753, 120.9901 (14° 35' North, 120° 59' East)",13.3 meters (43.6 feet)
653,Manila,Barangay 695,0.04%,654,756,-13.49%,-3.00%,NULL,coastal,Manila Bay [South China Sea],"14.5763, 120.9918 (14° 35' North, 120° 60' East)",7.9 meters (25.9 feet)
654,Manila,Barangay 696,0.13%,"2,420","1,104",119.20%,17.96%,NULL,coastal,Manila Bay [South China Sea],"14.5738, 120.9887 (14° 34' North, 120° 59' East)",7.2 meters (23.6 feet)
655,Manila,Barangay 697,0.11%,"1,967",679,189.69%,25.09%,NULL,coastal,Manila Bay [South China Sea],"14.5731, 120.9872 (14° 34' North, 120° 59' East)",8.6 meters (28.2 feet)
656,Manila,Barangay 698,0.09%,"1,736","1,400",24.00%,4.63%,NULL,coastal,Manila Bay [South China Sea],"14.5723, 120.9858 (14° 34' North, 120° 59' East)",8.7 meters (28.5 feet)
657,Manila,Barangay 699,0.17%,"3,193","1,064",200.09%,26.02%,NULL,coastal,Manila Bay [South China Sea],"14.5714, 120.9834 (14° 34' North, 120° 59' East)",12.9 meters (42.3 feet)
658,Manila,Barangay 7,0.08%,"1,560","1,010",54.46%,9.58%,NULL,coastal,Manila Bay [South China Sea],"14.6064, 120.9690 (14° 36' North, 120° 58' East)",10.3 meters (33.8 feet)
659,Manila,Barangay 70,0.13%,"2,344","2,124",10.36%,2.10%,NULL,coastal,Manila Bay [South China Sea],"14.6115, 120.9650 (14° 37' North, 120° 58' East)",8.8 meters (28.9 feet)
660,Manila,Barangay 700,0.01%,138,162,-14.81%,-3.32%,NULL,coastal,Manila Bay [South China Sea],"14.5690, 120.9852 (14° 34' North, 120° 59' East)",9.3 meters (30.5 feet)
661,Manila,Barangay 701,0.15%,"2,695","1,608",67.60%,11.48%,NULL,coastal,Manila Bay [South China Sea],"14.5666, 120.9859 (14° 34' North, 120° 59' East)",13.5 meters (44.3 feet)
662,Manila,Barangay 702,0.18%,"3,342","3,445",-2.99%,-0.64%,NULL,coastal,Manila Bay [South China Sea],"14.5700, 120.9876 (14° 34' North, 120° 59' East)",7.6 meters (24.9 feet)
663,Manila,Barangay 703,0.01%,114,407,-71.99%,-23.50%,NULL,coastal,Manila Bay [South China Sea],"14.5708, 120.9899 (14° 34' North, 120° 59' East)",8.8 meters (28.9 feet)
664,Manila,Barangay 704,0.29%,"5,299","5,848",-9.39%,-2.05%,NULL,coastal,Manila Bay [South China Sea],"14.5678, 120.9880 (14° 34' North, 120° 59' East)",7.4 meters (24.3 feet)
665,Manila,Barangay 705,0.15%,"2,683","2,450",9.51%,1.93%,NULL,coastal,Manila Bay [South China Sea],"14.5684, 120.9888 (14° 34' North, 120° 59' East)",7.6 meters (24.9 feet)
666,Manila,Barangay 706,0.02%,296,477,-37.95%,-9.56%,NULL,coastal,Manila Bay [South China Sea],"14.5690, 120.9898 (14° 34' North, 120° 59' East)",7.8 meters (25.6 feet)
667,Manila,Barangay 707,0.06%,"1,052",964,9.13%,1.86%,NULL,coastal,Manila Bay [South China Sea],"14.5681, 120.9903 (14° 34' North, 120° 59' East)",7.7 meters (25.3 feet)
668,Manila,Barangay 708,0.04%,753,725,3.86%,0.80%,NULL,coastal,Manila Bay [South China Sea],"14.5664, 120.9922 (14° 34' North, 120° 60' East)",10.4 meters (34.1 feet)
669,Manila,Barangay 709,0.22%,"4,154",741,460.59%,43.74%,NULL,coastal,Manila Bay [South China Sea],"14.5678, 120.9923 (14° 34' North, 120° 60' East)",10.1 meters (33.1 feet)
670,Manila,Barangay 71,0.19%,"3,417","2,298",48.69%,8.71%,NULL,coastal,Manila Bay [South China Sea],"14.6114, 120.9661 (14° 37' North, 120° 58' East)",5.6 meters (18.4 feet)
671,Manila,Barangay 710,0.03%,559,663,-15.69%,-3.53%,NULL,coastal,Manila Bay [South China Sea],"14.5674, 120.9901 (14° 34' North, 120° 59' East)",8.6 meters (28.2 feet)
672,Manila,Barangay 711,0.07%,"1,294","1,254",3.19%,0.66%,NULL,coastal,Manila Bay [South China Sea],"14.5667, 120.9905 (14° 34' North, 120° 59' East)",5.5 meters (18.0 feet)
673,Manila,Barangay 712,0.06%,"1,068","1,634",-34.64%,-8.56%,NULL,coastal,Manila Bay [South China Sea],"14.5676, 120.9912 (14° 34' North, 120° 59' East)",9.0 meters (29.5 feet)
674,Manila,Barangay 713,0.11%,"1,964","1,442",36.20%,6.72%,NULL,coastal,Manila Bay [South China Sea],"14.5662, 120.9914 (14° 34' North, 120° 59' East)",7.4 meters (24.3 feet)
675,Manila,Barangay 714,0.07%,"1,371","1,006",36.28%,6.73%,NULL,coastal,Manila Bay [South China Sea],"14.5691, 120.9910 (14° 34' North, 120° 59' East)",8.4 meters (27.6 feet)
676,Manila,Barangay 715,0.01%,180,333,-45.95%,-12.15%,NULL,coastal,Manila Bay [South China Sea],"14.5659, 120.9907 (14° 34' North, 120° 59' East)",5.9 meters (19.4 feet)
677,Manila,Barangay 716,0.05%,920,872,5.50%,1.13%,NULL,coastal,Manila Bay [South China Sea],"14.5657, 120.9913 (14° 34' North, 120° 59' East)",7.4 meters (24.3 feet)
678,Manila,Barangay 717,0.03%,479,759,-36.89%,-9.23%,NULL,coastal,Manila Bay [South China Sea],"14.5657, 120.9919 (14° 34' North, 120° 60' East)",10.0 meters (32.8 feet)
679,Manila,Barangay 718,0.06%,"1,155","1,189",-2.86%,-0.61%,NULL,coastal,Manila Bay [South China Sea],"14.5652, 120.9916 (14° 34' North, 120° 59' East)",10.1 meters (33.1 feet)
680,Manila,Barangay 719,0.36%,"6,690","3,461",93.30%,14.88%,NULL,coastal,Manila Bay [South China Sea],"14.5622, 120.9903 (14° 34' North, 120° 59' East)",10.7 meters (35.1 feet)
681,Manila,Barangay 72,0.18%,"3,233","3,342",-3.26%,-0.70%,NULL,coastal,Manila Bay [South China Sea],"14.6111, 120.9633 (14° 37' North, 120° 58' East)",9.6 meters (31.5 feet)
682,Manila,Barangay 720,0.07%,"1,238",606,104.29%,16.23%,NULL,coastal,Manila Bay [South China Sea],"14.5640, 120.9899 (14° 34' North, 120° 59' East)",13.8 meters (45.3 feet)
683,Manila,Barangay 721,0.03%,577,716,-19.41%,-4.44%,NULL,coastal,Manila Bay [South China Sea],"14.5651, 120.9885 (14° 34' North, 120° 59' East)",9.5 meters (31.2 feet)
684,Manila,Barangay 722,0.03%,641,806,-20.47%,-4.71%,NULL,coastal,Manila Bay [South China Sea],"14.5722, 120.9939 (14° 34' North, 120° 60' East)",5.3 meters (17.4 feet)
685,Manila,Barangay 723,0.03%,540,480,12.50%,2.51%,NULL,coastal,Manila Bay [South China Sea],"14.5712, 120.9931 (14° 34' North, 120° 60' East)",6.4 meters (21.0 feet)
686,Manila,Barangay 724,0.13%,"2,338","2,012",16.20%,3.21%,NULL,coastal,Manila Bay [South China Sea],"14.5697, 120.9941 (14° 34' North, 120° 60' East)",8.8 meters (28.9 feet)
687,Manila,Barangay 725,0.08%,"1,409",547,157.59%,22.04%,NULL,coastal,Manila Bay [South China Sea],"14.5683, 120.9930 (14° 34' North, 120° 60' East)",8.4 meters (27.6 feet)
688,Manila,Barangay 726,0.03%,595,560,6.25%,1.28%,NULL,coastal,Manila Bay [South China Sea],"14.5673, 120.9952 (14° 34' North, 120° 60' East)",10.9 meters (35.8 feet)
689,Manila,Barangay 727,0.10%,"1,790",752,138.03%,20.03%,NULL,coastal,Manila Bay [South China Sea],"14.5659, 120.9955 (14° 34' North, 120° 60' East)",12.6 meters (41.3 feet)
690,Manila,Barangay 728,0.05%,840,739,13.67%,2.73%,NULL,coastal,Manila Bay [South China Sea],"14.5641, 120.9962 (14° 34' North, 120° 60' East)",9.5 meters (31.2 feet)
691,Manila,Barangay 729,0.05%,871,480,81.46%,13.36%,NULL,coastal,Manila Bay [South China Sea],"14.5621, 120.9960 (14° 34' North, 120° 60' East)",9.2 meters (30.2 feet)
692,Manila,Barangay 73,0.13%,"2,478","1,745",42.01%,7.66%,NULL,coastal,Manila Bay [South China Sea],"14.6106, 120.9638 (14° 37' North, 120° 58' East)",11.7 meters (38.4 feet)
693,Manila,Barangay 730,0.08%,"1,539","1,435",7.25%,1.48%,NULL,coastal,Manila Bay [South China Sea],"14.5627, 120.9975 (14° 34' North, 120° 60' East)",7.0 meters (23.0 feet)
694,Manila,Barangay 731,0.16%,"2,916","3,018",-3.38%,-0.72%,NULL,coastal,Manila Bay [South China Sea],"14.5705, 120.9966 (14° 34' North, 120° 60' East)",5.5 meters (18.0 feet)
695,Manila,Barangay 732,0.11%,"1,974","3,583",-44.91%,-11.79%,NULL,coastal,Manila Bay [South China Sea],"14.5700, 120.9975 (14° 34' North, 120° 60' East)",4.2 meters (13.8 feet)
696,Manila,Barangay 733,0.23%,"4,303","4,496",-4.29%,-0.92%,NULL,coastal,Manila Bay [South China Sea],"14.5672, 120.9970 (14° 34' North, 120° 60' East)",7.3 meters (23.9 feet)
697,Manila,Barangay 734,0.05%,902,879,2.62%,0.55%,NULL,coastal,Manila Bay [South China Sea],"14.5764, 120.9970 (14° 35' North, 120° 60' East)",8.9 meters (29.2 feet)
698,Manila,Barangay 735,0.11%,"2,063","2,937",-29.76%,-7.17%,NULL,coastal,Manila Bay [South China Sea],"14.5750, 120.9975 (14° 35' North, 120° 60' East)",7.1 meters (23.3 feet)
699,Manila,Barangay 736,0.21%,"3,806","2,713",40.29%,7.39%,NULL,coastal,Manila Bay [South China Sea],"14.5750, 120.9961 (14° 35' North, 120° 60' East)",4.9 meters (16.1 feet)
700,Manila,Barangay 737,0.12%,"2,209","2,356",-6.24%,-1.35%,NULL,coastal,Manila Bay [South China Sea],"14.5740, 120.9980 (14° 34' North, 120° 60' East)",7.8 meters (25.6 feet)
701,Manila,Barangay 738,0.17%,"3,047","4,052",-24.80%,-5.82%,NULL,coastal,Manila Bay [South China Sea],"14.5731, 120.9982 (14° 34' North, 120° 60' East)",6.7 meters (22.0 feet)
702,Manila,Barangay 739,0.25%,"4,530","3,164",43.17%,7.85%,NULL,coastal,Manila Bay [South China Sea],"14.5716, 120.9980 (14° 34' North, 120° 60' East)",6.9 meters (22.6 feet)
703,Manila,Barangay 74,0.06%,"1,039",887,17.14%,3.39%,NULL,coastal,Manila Bay [South China Sea],"14.6135, 120.9664 (14° 37' North, 120° 58' East)",7.7 meters (25.3 feet)
704,Manila,Barangay 740,0.22%,"4,138","3,928",5.35%,1.10%,NULL,coastal,Manila Bay [South China Sea],"14.5731, 120.9964 (14° 34' North, 120° 60' East)",7.3 meters (23.9 feet)
705,Manila,Barangay 741,0.07%,"1,207","2,288",-47.25%,-12.59%,NULL,coastal,Manila Bay [South China Sea],"14.5743, 120.9964 (14° 34' North, 120° 60' East)",6.1 meters (20.0 feet)
706,Manila,Barangay 742,0.04%,807,583,38.42%,7.08%,NULL,coastal,Manila Bay [South China Sea],"14.5739, 120.9955 (14° 34' North, 120° 60' East)",5.7 meters (18.7 feet)
707,Manila,Barangay 743,0.09%,"1,607","1,515",6.07%,1.25%,NULL,coastal,Manila Bay [South China Sea],"14.5728, 120.9950 (14° 34' North, 120° 60' East)",6.3 meters (20.7 feet)
708,Manila,Barangay 744,0.07%,"1,223","1,297",-5.71%,-1.23%,NULL,coastal,Manila Bay [South China Sea],"14.5700, 120.9958 (14° 34' North, 120° 60' East)",5.3 meters (17.4 feet)
709,Manila,Barangay 745,0.11%,"2,015","1,696",18.81%,3.69%,NULL,coastal,Manila Bay [South China Sea],"14.5677, 120.9985 (14° 34' North, 120° 60' East)",6.7 meters (22.0 feet)
710,Manila,Barangay 746,0.09%,"1,663","2,066",-19.51%,-4.46%,NULL,coastal,Manila Bay [South China Sea],"14.5667, 120.9986 (14° 34' North, 120° 60' East)",8.6 meters (28.2 feet)
711,Manila,Barangay 747,0.02%,369,429,-13.99%,-3.12%,NULL,coastal,Manila Bay [South China Sea],"14.5699, 121.0006 (14° 34' North, 121° 0' East)",9.2 meters (30.2 feet)
712,Manila,Barangay 748,0.04%,812,731,11.08%,2.24%,NULL,coastal,Manila Bay [South China Sea],"14.5688, 121.0004 (14° 34' North, 121° 0' East)",7.5 meters (24.6 feet)
713,Manila,Barangay 749,0.03%,616,580,6.21%,1.28%,NULL,coastal,Manila Bay [South China Sea],"14.5684, 121.0014 (14° 34' North, 121° 0' East)",8.0 meters (26.2 feet)
714,Manila,Barangay 75,0.07%,"1,350","1,564",-13.68%,-3.05%,NULL,coastal,Manila Bay [South China Sea],"14.6133, 120.9673 (14° 37' North, 120° 58' East)",7.2 meters (23.6 feet)
715,Manila,Barangay 750,0.06%,"1,107","1,075",2.98%,0.62%,NULL,coastal,Manila Bay [South China Sea],"14.5712, 120.9997 (14° 34' North, 120° 60' East)",5.9 meters (19.4 feet)
716,Manila,Barangay 751,0.08%,"1,541","1,559",-1.15%,-0.24%,NULL,coastal,Manila Bay [South China Sea],"14.5701, 120.9990 (14° 34' North, 120° 60' East)",7.8 meters (25.6 feet)
717,Manila,Barangay 752,0.04%,763,595,28.24%,5.37%,NULL,coastal,Manila Bay [South China Sea],"14.5679, 120.9999 (14° 34' North, 120° 60' East)",7.3 meters (23.9 feet)
718,Manila,Barangay 753,0.13%,"2,380","2,222",7.11%,1.46%,NULL,coastal,Manila Bay [South China Sea],"14.5694, 120.9983 (14° 34' North, 120° 60' East)",6.2 meters (20.3 feet)
719,Manila,Barangay 754,0.14%,"2,584","2,434",6.16%,1.27%,NULL,coastal,Manila Bay [South China Sea],"14.5686, 120.9981 (14° 34' North, 120° 60' East)",6.1 meters (20.0 feet)
720,Manila,Barangay 755,0.07%,"1,372",780,75.90%,12.62%,NULL,coastal,Manila Bay [South China Sea],"14.5630, 120.9991 (14° 34' North, 120° 60' East)",7.7 meters (25.3 feet)
721,Manila,Barangay 756,0.04%,721,580,24.31%,4.69%,NULL,coastal,Manila Bay [South China Sea],"14.5639, 121.0001 (14° 34' North, 121° 0' East)",8.3 meters (27.2 feet)
722,Manila,Barangay 757,0.03%,477,389,22.62%,4.39%,NULL,coastal,Manila Bay [South China Sea],"14.5648, 121.0010 (14° 34' North, 121° 0' East)",7.6 meters (24.9 feet)
723,Manila,Barangay 758,0.02%,399,357,11.76%,2.37%,NULL,coastal,Manila Bay [South China Sea],"14.5654, 121.0019 (14° 34' North, 121° 0' East)",6.9 meters (22.6 feet)
724,Manila,Barangay 759,0.04%,787,750,4.93%,1.02%,NULL,coastal,Manila Bay [South China Sea],"14.5668, 121.0018 (14° 34' North, 121° 0' East)",6.7 meters (22.0 feet)
725,Manila,Barangay 76,0.10%,"1,844","1,699",8.53%,1.74%,NULL,coastal,Manila Bay [South China Sea],"14.6149, 120.9676 (14° 37' North, 120° 58' East)",8.0 meters (26.2 feet)
726,Manila,Barangay 760,0.06%,"1,041",990,5.15%,1.06%,NULL,coastal,Manila Bay [South China Sea],"14.5662, 121.0006 (14° 34' North, 121° 0' East)",7.4 meters (24.3 feet)
727,Manila,Barangay 761,0.06%,"1,062","1,307",-18.75%,-4.28%,NULL,coastal,Manila Bay [South China Sea],"14.5656, 120.9993 (14° 34' North, 120° 60' East)",6.7 meters (22.0 feet)
728,Manila,Barangay 762,0.02%,365,416,-12.26%,-2.72%,NULL,coastal,Manila Bay [South China Sea],"14.5650, 120.9981 (14° 34' North, 120° 60' East)",10.2 meters (33.5 feet)
729,Manila,Barangay 763,0.10%,"1,779","1,535",15.90%,3.15%,NULL,coastal,Manila Bay [South China Sea],"14.5688, 121.0047 (14° 34' North, 121° 0' East)",7.3 meters (23.9 feet)
730,Manila,Barangay 764,0.11%,"2,022","1,717",17.76%,3.50%,NULL,coastal,Manila Bay [South China Sea],"14.5673, 121.0034 (14° 34' North, 121° 0' East)",7.4 meters (24.3 feet)
731,Manila,Barangay 765,0.11%,"2,075","1,744",18.98%,3.73%,NULL,coastal,Manila Bay [South China Sea],"14.5698, 121.0057 (14° 34' North, 121° 0' East)",7.7 meters (25.3 feet)
732,Manila,Barangay 766,0.17%,"3,101","3,057",1.44%,0.30%,NULL,coastal,Manila Bay [South China Sea],"14.5706, 121.0065 (14° 34' North, 121° 0' East)",7.1 meters (23.3 feet)
733,Manila,Barangay 767,0.29%,"5,429","4,523",20.03%,3.92%,NULL,coastal,Manila Bay [South China Sea],"14.5714, 121.0049 (14° 34' North, 121° 0' East)",9.8 meters (32.2 feet)
734,Manila,Barangay 768,0.06%,"1,147","1,078",6.40%,1.31%,NULL,coastal,Manila Bay [South China Sea],"14.5701, 121.0036 (14° 34' North, 121° 0' East)",6.1 meters (20.0 feet)
735,Manila,Barangay 769,0.11%,"1,997","1,827",9.30%,1.89%,NULL,coastal,Manila Bay [South China Sea],"14.5690, 121.0025 (14° 34' North, 121° 0' East)",9.2 meters (30.2 feet)
736,Manila,Barangay 77,0.07%,"1,372","1,429",-3.99%,-0.85%,NULL,coastal,Manila Bay [South China Sea],"14.6157, 120.9678 (14° 37' North, 120° 58' East)",7.4 meters (24.3 feet)
737,Manila,Barangay 770,0.52%,"9,651","7,589",27.17%,5.19%,NULL,coastal,Manila Bay [South China Sea],"14.5731, 121.0086 (14° 34' North, 121° 1' East)",7.7 meters (25.3 feet)
738,Manila,Barangay 771,0.10%,"1,813","2,224",-18.48%,-4.21%,NULL,coastal,Manila Bay [South China Sea],"14.5738, 121.0049 (14° 34' North, 121° 0' East)",8.0 meters (26.2 feet)
739,Manila,Barangay 772,0.13%,"2,426","2,671",-9.17%,-2.00%,NULL,coastal,Manila Bay [South China Sea],"14.5739, 121.0063 (14° 34' North, 121° 0' East)",6.2 meters (20.3 feet)
740,Manila,Barangay 773,0.15%,"2,748","3,108",-11.58%,-2.56%,NULL,coastal,Manila Bay [South China Sea],"14.5744, 121.0068 (14° 34' North, 121° 0' East)",6.7 meters (22.0 feet)
741,Manila,Barangay 774,0.16%,"2,878","3,427",-16.02%,-3.61%,NULL,coastal,Manila Bay [South China Sea],"14.5755, 121.0065 (14° 35' North, 121° 0' East)",6.7 meters (22.0 feet)
742,Manila,Barangay 775,0.65%,"12,084","10,660",13.36%,2.67%,NULL,coastal,Manila Bay [South China Sea],"14.5719, 121.0067 (14° 34' North, 121° 0' East)",6.0 meters (19.7 feet)
743,Manila,Barangay 776,0.25%,"4,592","4,640",-1.03%,-0.22%,NULL,coastal,Manila Bay [South China Sea],"14.5751, 121.0094 (14° 35' North, 121° 1' East)",6.9 meters (22.6 feet)
744,Manila,Barangay 777,0.16%,"3,011","3,280",-8.20%,-1.79%,NULL,coastal,Manila Bay [South China Sea],"14.5766, 121.0074 (14° 35' North, 121° 0' East)",6.1 meters (20.0 feet)
745,Manila,Barangay 778,0.10%,"1,848","2,360",-21.69%,-5.02%,NULL,coastal,Manila Bay [South China Sea],"14.5737, 121.0103 (14° 34' North, 121° 1' East)",9.2 meters (30.2 feet)
746,Manila,Barangay 779,0.24%,"4,444","5,256",-15.45%,-3.47%,NULL,coastal,Manila Bay [South China Sea],"14.5748, 121.0083 (14° 34' North, 121° 0' East)",9.1 meters (29.9 feet)
747,Manila,Barangay 78,0.07%,"1,221","1,081",12.95%,2.60%,NULL,coastal,Manila Bay [South China Sea],"14.6143, 120.9688 (14° 37' North, 120° 58' East)",7.5 meters (24.6 feet)
748,Manila,Barangay 780,0.13%,"2,316","2,791",-17.02%,-3.85%,NULL,coastal,Manila Bay [South China Sea],"14.5769, 121.0097 (14° 35' North, 121° 1' East)",6.3 meters (20.7 feet)
749,Manila,Barangay 781,0.23%,"4,275","3,383",26.37%,5.05%,NULL,coastal,Manila Bay [South China Sea],"14.5778, 121.0088 (14° 35' North, 121° 1' East)",8.7 meters (28.5 feet)
750,Manila,Barangay 782,0.08%,"1,483","1,387",6.92%,1.42%,NULL,coastal,Manila Bay [South China Sea],"14.5760, 121.0103 (14° 35' North, 121° 1' East)",5.5 meters (18.0 feet)
751,Manila,Barangay 783,0.12%,"2,145","1,991",7.73%,1.58%,NULL,coastal,Manila Bay [South China Sea],"14.5751, 121.0112 (14° 35' North, 121° 1' East)",5.7 meters (18.7 feet)
752,Manila,Barangay 784,0.18%,"3,386","2,679",26.39%,5.05%,NULL,coastal,Manila Bay [South China Sea],"14.5765, 121.0027 (14° 35' North, 121° 0' East)",5.3 meters (17.4 feet)
753,Manila,Barangay 785,0.05%,932,936,-0.43%,-0.09%,NULL,coastal,Manila Bay [South China Sea],"14.5751, 121.0043 (14° 35' North, 121° 0' East)",7.0 meters (23.0 feet)
754,Manila,Barangay 786,0.08%,"1,439","1,957",-26.47%,-6.27%,NULL,coastal,Manila Bay [South China Sea],"14.5753, 121.0030 (14° 35' North, 121° 0' East)",6.8 meters (22.3 feet)
755,Manila,Barangay 787,0.20%,"3,622","1,995",81.55%,13.37%,NULL,coastal,Manila Bay [South China Sea],"14.5770, 121.0038 (14° 35' North, 121° 0' East)",6.5 meters (21.3 feet)
756,Manila,Barangay 788,0.05%,969,"1,024",-5.37%,-1.16%,NULL,coastal,Manila Bay [South China Sea],"14.5781, 121.0033 (14° 35' North, 121° 0' East)",8.0 meters (26.2 feet)
757,Manila,Barangay 789,0.09%,"1,620","1,669",-2.94%,-0.63%,NULL,coastal,Manila Bay [South China Sea],"14.5784, 121.0043 (14° 35' North, 121° 0' East)",4.4 meters (14.4 feet)
758,Manila,Barangay 79,0.08%,"1,520","1,543",-1.49%,-0.32%,NULL,coastal,Manila Bay [South China Sea],"14.6160, 120.9653 (14° 37' North, 120° 58' East)",8.0 meters (26.2 feet)
759,Manila,Barangay 790,0.09%,"1,741","3,015",-42.26%,-10.92%,NULL,coastal,Manila Bay [South China Sea],"14.5773, 121.0053 (14° 35' North, 121° 0' East)",7.3 meters (23.9 feet)
760,Manila,Barangay 791,0.11%,"2,029","1,794",13.10%,2.62%,NULL,coastal,Manila Bay [South China Sea],"14.5778, 121.0064 (14° 35' North, 121° 0' East)",6.8 meters (22.3 feet)
761,Manila,Barangay 792,0.14%,"2,559","2,420",5.74%,1.18%,NULL,coastal,Manila Bay [South China Sea],"14.5787, 121.0065 (14° 35' North, 121° 0' East)",6.5 meters (21.3 feet)
762,Manila,Barangay 793,0.09%,"1,722","1,494",15.26%,3.03%,NULL,coastal,Manila Bay [South China Sea],"14.5794, 121.0070 (14° 35' North, 121° 0' East)",6.4 meters (21.0 feet)
763,Manila,Barangay 794,0.04%,710,669,6.13%,1.26%,NULL,coastal,Manila Bay [South China Sea],"14.5754, 121.0018 (14° 35' North, 121° 0' East)",8.5 meters (27.9 feet)
764,Manila,Barangay 795,0.06%,"1,157",546,111.90%,17.12%,NULL,coastal,Manila Bay [South China Sea],"14.5755, 121.0011 (14° 35' North, 121° 0' East)",7.6 meters (24.9 feet)
765,Manila,Barangay 796,0.03%,631,841,-24.97%,-5.87%,NULL,coastal,Manila Bay [South China Sea],"14.5753, 121.0005 (14° 35' North, 121° 0' East)",7.4 meters (24.3 feet)
766,Manila,Barangay 797,0.01%,244,710,-65.63%,-20.13%,NULL,coastal,Manila Bay [South China Sea],"14.5747, 121.0009 (14° 34' North, 121° 0' East)",8.1 meters (26.6 feet)
767,Manila,Barangay 798,0.08%,"1,562","1,585",-1.45%,-0.31%,NULL,coastal,Manila Bay [South China Sea],"14.5738, 121.0004 (14° 34' North, 121° 0' East)",8.7 meters (28.5 feet)
768,Manila,Barangay 799,0.03%,544,495,9.90%,2.01%,NULL,coastal,Manila Bay [South China Sea],"14.5741, 120.9995 (14° 34' North, 120° 60' East)",7.1 meters (23.3 feet)
769,Manila,Barangay 8,0.01%,147,137,7.30%,1.49%,NULL,coastal,Manila Bay [South China Sea],"14.6087, 120.9701 (14° 37' North, 120° 58' East)",5.8 meters (19.0 feet)
770,Manila,Barangay 80,0.14%,"2,553","2,268",12.57%,2.52%,NULL,coastal,Manila Bay [South China Sea],"14.6153, 120.9653 (14° 37' North, 120° 58' East)",8.1 meters (26.6 feet)
771,Manila,Barangay 800,0.08%,"1,558","1,559",-0.06%,-0.01%,NULL,coastal,Manila Bay [South China Sea],"14.5748, 120.9988 (14° 34' North, 120° 60' East)",6.7 meters (22.0 feet)
772,Manila,Barangay 801,0.03%,614,674,-8.90%,-1.94%,NULL,coastal,Manila Bay [South China Sea],"14.5742, 121.0028 (14° 34' North, 121° 0' East)",8.3 meters (27.2 feet)
773,Manila,Barangay 802,0.10%,"1,787","1,398",27.83%,5.30%,NULL,coastal,Manila Bay [South China Sea],"14.5734, 121.0020 (14° 34' North, 121° 0' East)",7.9 meters (25.9 feet)
774,Manila,Barangay 803,0.09%,"1,705","1,565",8.95%,1.82%,NULL,coastal,Manila Bay [South China Sea],"14.5721, 121.0009 (14° 34' North, 121° 0' East)",6.9 meters (22.6 feet)
775,Manila,Barangay 804,0.07%,"1,251","1,155",8.31%,1.69%,NULL,coastal,Manila Bay [South China Sea],"14.5729, 121.0040 (14° 34' North, 121° 0' East)",7.9 meters (25.9 feet)
776,Manila,Barangay 805,0.07%,"1,237",993,24.57%,4.73%,NULL,coastal,Manila Bay [South China Sea],"14.5721, 121.0034 (14° 34' North, 121° 0' East)",9.0 meters (29.5 feet)
777,Manila,Barangay 806,0.09%,"1,603","1,386",15.66%,3.11%,NULL,coastal,Manila Bay [South China Sea],"14.5714, 121.0025 (14° 34' North, 121° 0' East)",7.0 meters (23.0 feet)
778,Manila,Barangay 807,0.11%,"2,010","2,588",-22.33%,-5.18%,NULL,coastal,Manila Bay [South China Sea],"14.5705, 121.0015 (14° 34' North, 121° 0' East)",8.4 meters (27.6 feet)
